sentiment,comment,preprocessed
negative,"While not all that bad of a movie , it's nowhere near as good as the original .",NOT_all bad movie nowhere near good original
negative,What's infuriating about Full Frontal is that it's too close to real life to make sense .,whatis infuriating full frontal close real life make sense
negative,Perhaps the grossest movie ever made .,perhaps grossest movie ever made
negative,"The directing and story are disjointed , flaws that have to be laid squarely on Taylor's doorstep .",directing story disjointed flaws laid squarely on tayloris doorstep
negative,Lan Yu seems altogether too slight to be called any kind of masterpiece .,lan yu seems altogether slight called kind masterpiece
negative,Imagine O. Henry's The Gift of the Magi relocated to the scuzzy underbelly of NYC's drug scene .,imagine henryis gift magi relocated scuzzy underbelly nycis drug scene
negative,"Noyce's greatest mistake is thinking that we needed sweeping , dramatic , Hollywood moments to keep us",noyceis greatest mistake thinking needed sweeping dramatic hollywood moments keep us
negative,The events of the film are just so WEIRD that I honestly never knew what the hell was coming next .,events film just weird honestly NOT_knew hell coming next
negative,"Watching this film , what we feel isn't mainly suspense or excitement .",watching film feel NOT_mainly suspense excitement
negative,Stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .,stone seems knack wrapping theater cold blanket urban desperation
negative,Thoroughly engrossing and ultimately tragic .,thoroughly engrossing ultimately tragic
negative,"Full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , Time Out is a discreet moan of despair about entrapment in the maze of modern life .",full bland hotels highways parking lots some glimpses nature family warmth time out discreet moan despair entrapment maze modern life
negative,"It doesn't make for great cinema , but it is interesting to see where one's imagination will lead when given the opportunity .",NOT_make great cinema interesting see oneis imagination lead given opportunity
negative,"Too much of Storytelling moves away from Solondz's social critique , casting its audience as that of intellectual lector in contemplation of the auteur's professional injuries .",much storytelling moves away solondzis social critique casting audience intellectual lector contemplation auteuris professional injuries
negative,"The film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of Ms. Ambrose .",film earnest try beachcombing verismo would even more indistinct NOT_striking quietly vulnerable personality ms ambrose
negative,"Without De Niro , City By The Sea would slip under the waves .",without de niro city sea would slip waves
negative,He thinks the film is just as much a document about him as it is about the subject .,thinks film just much document subject
negative,"Medem may have disrobed most of the cast , leaving their bodies exposed , but the plot remains as guarded as a virgin with a chastity belt .",medem may disrobed most cast leaving bodies exposed plot remains guarded virgin chastity belt
negative,Nothing too deep or substantial .,NOT_deep substantial
negative,Taken outside the context of the current political climate see : terrorists are more evil than ever !,taken outside context current political climate see terrorists more evil ever
negative,What makes Esther Kahn so demanding is that it progresses in such a low-key manner that it risks monotony .,makes esther kahn demanding progresses low key manner risks monotony
negative,"Before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",collapses exactly kind buddy cop comedy set out lampoon anyway
negative,"Austin Powers in Goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .",austin powers goldmember cinematic car wreck catastrophic collision tastelessness gall nevertheless leave fans clamoring another ride
negative,"You can fire a torpedo through some of Clancy's holes , and the scripters don't deserve any Oscars .",fire torpedo some clancyis holes scripters NOT_deserve oscars
negative,contrasting the original Ringu with the current Americanized adaptation is akin to comparing The Evil Dead with Evil Dead II,contrasting original ringu current americanized adaptation akin comparing evil dead evil dead ii
negative,It wears its heart on the sleeve of its gaudy Hawaiian shirt .,wears heart on sleeve gaudy hawaiian shirt
negative,"To some eyes this will seem like a recycling of clichés , an assassin's greatest hits .",some eyes seem like recycling clichés assassinis greatest hits
negative,The movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it weren't true .,movie starts legend ends story far fetched would impossible believe NOT_true
negative,A brutally dry satire of Middle American numbness .,brutally dry satire middle american numbness
negative,"If you're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia",kind parent enjoys intentionally introducing kids films cause loads irreparable damage years years costly analysis could NOT_fix just one word decasia
negative,"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",grant certainly amusing hollowness character plays keeps arms length
negative,The thing about guys like Evans is this : You're never quite sure where self-promotion ends and the truth begins .,thing guys like evans quite NOT_sure self promotion ends truth begins
negative,Parts of the film feel a bit too much like an infomercial for Ram Dass's latest book aimed at the boomer demographic .,parts film feel bit much like infomercial ram dassis latest book aimed boomer demographic
negative,"Devotees of Star Trek II : The Wrath of Khan will feel a nagging sense of deja vu , and the grandeur of the best Next Generation episodes is lacking .",devotees star trek ii wrath khan feel nagging sense deja vu grandeur best next generation episodes lacking
negative,"The main story ... is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .",main story compelling enough difficult shrug off annoyance chatty fish
negative,The Piano Teacher is not an easy film .,piano teacher NOT_easy film
negative,"It forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .",forces watch people unpleasant things other maintains cool distance material deliberately unsettling
negative,Can I admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?,admit xx deep petri dish well characterized telephone book still say guilty pleasure
negative,You don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace .,NOT_know whether admire filmis stately nature call classicism exasperated noticeable lack pace
negative,"Sure , I hated myself in the morning .",sure hated morning
negative,"But then again , I hate myself most mornings .",hate most mornings
negative,Time Out is as serious as a pink slip .,time out serious pink slip
negative,This New Zealand coming-of-age movie isn't really about anything .,new zealand coming age movie really NOT_anything
negative,There's a great deal of corny dialogue and preposterous moments .,thereis great deal corny dialogue preposterous moments
negative,"This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .",NOT_classical dramatic animated feature nor hip contemporary jokey one
negative,Doesn't do more than expand a TV show to movie length .,NOT_more expand tv show movie length
negative,"Not a strike against Yang's similarly themed Yi Yi , but I found What Time ?",NOT_strike yangis similarly themed yi found time
negative,`` ... something appears to have been lost in the translation this time .,something appears lost translation time
negative,The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play . '',importance earnest movie seems missing great deal acerbic repartee play
negative,The film's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .,filmis desire liked sometimes undermines possibility exploration thornier aspects nature nurture argument regards homosexuality
negative,"What Jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",jackson done proven NOT_amount imagination NOT_creature NOT_fantasy story incredibly NOT_outlandish scenery
negative,Like being able to hit on a -year old when you're over .,like able hit on year old
negative,A soap-opera quality twist in the last minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .,soap opera quality twist last minutes almost puts kibosh on otherwise sumptuous work movie imagination
negative,A movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .,movie story almost afterthought amidst swirl colors inexplicable events
negative,"Well , this movie proves you wrong on both counts .",well movie proves wrong on counts
negative,"It's like Rocky and Bullwinkle on Speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness .",like rocky bullwinkle on speed thatis neither completely enlightening nor catch intensity movieis strangeness
negative,The modern remake of Dumas's story is long on narrative and too short on action .,modern remake dumasis story long on narrative short on action
negative,Fred Schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .,fred schepisiis film paced speed slow us middle age deathly slow teen
negative,Suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,suffers timid parsing barn side target sons trying breach gaps relationships fathers
negative,I wanted more .,wanted more
negative,"Spider-Man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",spider man growing strange hairs getting more mature body finding necessary hide new secretions parental units
negative,"A visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .",visionary marvel lacking depth storytelling usually found anime like
negative,"I just saw this movie ... well , it's probably not accurate to call it a movie .",just saw movie well probably NOT_accurate call movie
negative,"is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",question philosophers NOT_filmmakers all filmmakers need engage audience
negative,"Franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic .",franco excellent choice walled off combustible hustler NOT_give transcendent performance sonny needs overcome gaps character development story logic
negative,"Where This was lazy but enjoyable , a formula comedy redeemed by its stars , That is even lazier and far less enjoyable .",lazy enjoyable formula comedy redeemed stars even lazier far less enjoyable
negative,Steven Soderbergh doesn't remake Andrei Tarkovsky's Solaris so much as distill it .,steven soderbergh NOT_remake andrei tarkovskyis solaris much distill
negative,I'd rather watch a rerun of The Powerpuff Girls,rather watch rerun powerpuff girls
negative,I have a confession to make : I didn't particularly like E.T. the first time I saw it as a young boy .,confession make NOT_particularly like first time saw young boy
negative,And adults will at least have a dream image of the West to savor whenever the film's lamer instincts are in the saddle .,adults least dream image west savor whenever filmis lamer instincts saddle
negative,"Often demented in a good way , but it is an uneven film for the most part .",often demented good way uneven film most part
negative,"Although I didn't hate this one , it's not very good either .",although NOT_hate one NOT_good either
negative,"With `` Ichi the Killer '' , Takashi Miike , Japan's wildest filmmaker gives us a crime fighter carrying more emotional baggage than Batman ...",ichi killer takashi miike japanis wildest filmmaker gives us crime fighter carrying more emotional baggage batman
negative,An almost unbearably morbid love story .,almost unbearably morbid love story
negative,"Stripped almost entirely of such tools as nudity , profanity and violence , LaBute does manage to make a few points about modern man and his problematic quest for human connection .",stripped almost entirely tools nudity profanity violence labute manage make few points modern man problematic quest human connection
negative,Has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be .,enough gun battles throwaway humor cover up yawning chasm plot
negative,"Insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion .",insomnia loses points surrenders formulaic bang bang shoot em up scene conclusion
negative,"What might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .",might readily dismissed tiresome rant aging filmmaker still thumbing nose convention takes surprising subtle turn midway point
negative,But it also comes with the laziness and arrogance of a thing that already knows it's won .,also comes laziness arrogance thing already knows won
negative,"Simplistic , silly and tedious .",simplistic silly tedious
negative,Exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .,exploitative largely devoid depth sophistication would make watching graphic treatment crimes bearable
negative,A visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,visually flashy narratively opaque emotionally vapid exercise style mystification
negative,"The story is also as unoriginal as they come , already having been recycled more times than I'd care to count .",story also unoriginal come already recycled more times care count
negative,About the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time .,thing give movie points bravado take entirely stale concept push audienceis meat grinder one more time
negative,Not so much farcical as sour .,much NOT_farcical sour
negative,Unfortunately the story and the actors are served with a hack script .,unfortunately story actors served hack script
negative,"All the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .",all more disquieting relatively gore free allusions serial murders falls down attempts humanize subject
negative,A sentimental mess that never rings true .,sentimental mess NOT_rings true
negative,"While the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary .",performances often engaging loose collection largely improvised numbers would probably worked better one hour tv documentary
negative,"On a cutting room floor somewhere lies ... footage that might have made No Such Thing a trenchant , ironic cultural satire instead of a frustrating misfire .",on cutting room floor somewhere lies footage might made NOT_thing trenchant ironic cultural satire instead frustrating misfire
negative,"While the ensemble player who gained notice in Guy Ritchie's Lock , Stock and Two Smoking Barrels and Snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle .",ensemble player gained notice guy ritchieis lock stock two smoking barrels snatch bod unlikely become household name on basis first starring vehicle
negative,There is a difference between movies with the courage to go over the top and movies that don't care about being stupid,difference movies courage go top movies NOT_care stupid
negative,"Nothing here seems as funny as it did in Analyze This , not even Joe Viterelli as De Niro's right-hand goombah .",NOT_seems funny analyze NOT_even joe viterelli de nirois right hand goombah
negative,"Enough said , except : Film overboard !",enough said except film overboard
negative,"Here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha .",common sense flies out window along hail bullets none ever seem hit sascha
negative,This -minute movie only has about minutes of decent material .,minute movie minutes decent material
negative,"On its own , it's not very interesting .",on NOT_interesting
negative,"As a remake , it's a pale imitation .",remake pale imitation
negative,It shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there's a little girl-on-girl action .,shows some studios firmly believe people lost ability think forgive shoddy product long thereis little girl on girl action
negative,"As exciting as all this exoticism might sound to the typical Pax viewer , the rest of us will be lulled into a coma .",exciting all exoticism might sound typical pax viewer rest us lulled coma
negative,The rest of the film ... is dudsville .,rest film dudsville
negative,Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I've seen ` jackass : the movie . ',culture headed down toilet ferocity frozen burrito all night tequila bender know seen jackass movie
negative,"The criticism never rises above easy , cynical potshots at morally bankrupt characters ...",criticism NOT_rises easy cynical potshots morally bankrupt characters
negative,"The movie's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story .",movieis something borrowed construction feels less product loving well integrated homage more like mere excuse wan thinly sketched story
negative,"Killing time , that's all that's going on here .",killing time thatis all thatis going on
negative,The action clichés just pile up .,action clichés just pile up
negative,"Payami tries to raise some serious issues about Iran's electoral process , but the result is a film that's about as subtle as a party political broadcast .",payami tries raise some serious issues iranis electoral process result film thatis subtle party political broadcast
negative,The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ; I assume the director has pictures of them cavorting in ladies ' underwear .,surprise heavyweights joel silver robert zemeckis agreed produce assume director pictures cavorting ladies underwear
negative,Another useless recycling of a brutal mid -'s American sports movie .,another useless recycling brutal mid american sports movie
negative,"Please , someone , stop Eric Schaeffer before he makes another film .",please someone stop eric schaeffer makes another film
negative,"Most of the problems with the film don't derive from the screenplay , but rather the mediocre performances by most of the actors involved",most problems film NOT_derive screenplay rather mediocre performances most actors involved
negative,"The effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",effort sincere results honest film bleak hardly watchable
negative,"With flashbulb editing as cover for the absence of narrative continuity , Undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it's impossible to care who wins .",flashbulb editing cover absence narrative continuity undisputed nearly incoherent excuse get closing bout time impossible care wins
negative,"Stinks from start to finish , like a wet burlap sack of gloom .",stinks start finish like wet burlap sack gloom
negative,"To the civilized mind , a movie like Ballistic : Ecks Vs. Sever is more of an ordeal than an amusement .",civilized mind movie like ballistic ecks vs sever more ordeal amusement
negative,Equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of and Farenheit .,equlibrium could pass thirteen year oldis book report on totalitarian themes farenheit
negative,The lack of naturalness makes everything seem self-consciously poetic and forced ... It's a pity that Nelson's achievement doesn't match his ambition .,lack naturalness makes everything seem self consciously poetic forced pity nelsonis achievement NOT_match ambition
negative,"Imagine the CleanFlicks version of ` Love Story , ' with Ali MacGraw's profanities replaced by romance-novel platitudes .",imagine cleanflicks version love story ali macgrawis profanities replaced romance novel platitudes
negative,"PC stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .",pc stability notwithstanding film suffers simplistic narrative pat fairy tale conclusion
negative,"Forget the misleading title , what's with the unexplained baboon cameo ?",forget misleading title whatis unexplained baboon cameo
negative,"An odd , haphazard , and inconsequential romantic comedy .",odd haphazard inconsequential romantic comedy
negative,"Though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",though fans assuredly funny bones tickled others find humor seeking dollars best spent elsewhere
negative,"Pascale Bailly's rom-com provides Amélie's Audrey Tautou with another fabuleux destin -- i.e. , a banal spiritual quest .",pascale baillyis rom com provides amélieis audrey tautou another fabuleux destin banal spiritual quest
negative,... a pretentious and ultimately empty examination of a sick and evil woman .,pretentious ultimately empty examination sick evil woman
negative,"Unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",unfortunately almost NOT_flat effort amuse entertain either
negative,The cumulative effect of watching this -minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,cumulative effect watching minute trifle rather like trapped some weird relative trots out video took family vacation stonehenge
negative,"Before long , you're desperate for the evening to end .",long desperate evening end
negative,The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,characters NOT_more sketches leaves true emotional connection identification frustratingly out reach
negative,Mattei's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination .,matteiis underdeveloped effort NOT_convenient conveyor belt brooding personalities parade coming back stock character camp drowsy drama infatuated pretentious self examination
negative,"Isn't as sharp as the original ... Despite some visual virtues , ` Blade II ' just doesn't cut it .",NOT_sharp original despite some visual virtues blade ii just NOT_cut
negative,"... plays like a badly edited , -minute trailer and the director can't seem to get a coherent rhythm going .",plays like badly edited minute trailer director NOT_seem get coherent rhythm going
negative,"In fact , it doesn't even seem like she tried .",fact NOT_even seem like tried
negative,"Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",maybe leblanc thought hey movie baseball playing monkey worse
negative,What you expect is just what you get ... assuming the bar of expectations hasn't been raised above sixth-grade height .,expect just get assuming bar expectations NOT_raised sixth grade height
negative,"The biggest problem with Roger Avary's uproar against the MPAA is that , even in all its director's cut glory , he's made a film that's barely shocking , barely interesting and most of all , barely anything .",biggest problem roger avaryis uproar mpaa even all directoris cut glory made film thatis barely shocking barely interesting most all barely anything
negative,"I approached the usher and said that if she had to sit through it again , she should ask for a raise .",approached usher said sit ask raise
negative,"Too slow for a younger crowd , too shallow for an older one .",slow younger crowd shallow older one
negative,There's a reason the studio didn't offer an advance screening .,thereis reason studio NOT_offer advance screening
negative,`` The Adventures of Pluto Nash '' is a big time stinker .,adventures pluto nash big time stinker
negative,The things this movie tries to get the audience to buy just won't fly with most intelligent viewers .,things movie tries get audience buy just NOT_fly most intelligent viewers
negative,"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity didn't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by Avary's failure to construct a story with even a trace of dramatic interest .",even enticing prospect lot nubile young actors film campus depravity NOT_fade amid deliberate tiresome ugliness would rendered tedious avaryis failure construct story even trace dramatic interest
negative,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,significantly less charming listening four year old taste exaggeration recount halloween trip haunted house
negative,"Confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",confuses message ultimate desire please contorting idea expectation last thing three actresses nor characters deserve
negative,"Deadly dull , pointless meditation on losers in a gone-to-seed hotel .",deadly dull pointless meditation on losers gone seed hotel
negative,One can only assume that the jury who bestowed star Hoffman's brother Gordy with the Waldo Salt Screenwriting award at's Sundance Festival were honoring an attempt to do something different over actually pulling it off,one assume jury bestowed star hoffmanis brother gordy waldo salt screenwriting award atis sundance festival honoring attempt something different actually pulling off
negative,"A movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .",movie more prescribed recommended visually bland dentistis waiting room complete soothing muzak cushion predictable narrative rhythms
negative,"Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .",sex ironically little story becomes something lame try evade responsibilities ever NOT_leave large dog alone toddler
negative,"The script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people .",script covers huge heavy topics bland surfacey way NOT_offer insight instance good things happen bad people
negative,"A portrait of alienation so perfect , it will certainly succeed in alienating most viewers .",portrait alienation perfect certainly succeed alienating most viewers
negative,The code talkers deserved better than a hollow tribute .,code talkers deserved better hollow tribute
negative,Skip the film and buy the Philip Glass soundtrack CD .,skip film buy philip glass soundtrack cd
negative,Feels like a cold old man going through the motions .,feels like cold old man going motions
negative,Dignified CEO's meet at a rustic retreat and pee against a tree .,dignified ceois meet rustic retreat pee tree
negative,"There's no point of view , no contemporary interpretation of Joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",thereis NOT_point view NOT_contemporary interpretation joanis prefeminist plight left thinking reason make movie present standards allow plenty nudity
negative,Beware the quirky Brit-com .,beware quirky brit com
negative,"The gags , and the script , are a mixed bag .",gags script mixed bag
negative,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,completely awful iranian drama much fun grouchy ayatollah cold mosque
negative,"Narratively , Trouble Every Day is a plodding mess .",narratively trouble every day plodding mess
negative,There's no point in extracting the bare bones of Byatt's plot for purposes of bland Hollywood romance .,thereis NOT_point extracting bare bones byattis plot purposes bland hollywood romance
negative,"Adam Sandler's heart may be in the right place , but he needs to pull his head out of his butt",adam sandleris heart may right place needs pull head out butt
negative,"Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that's as fresh-faced as its young-guns cast .",despite engaging offbeat touches knockaround guys rarely seems interested kicking around raison etre thatis fresh faced young guns cast
negative,The most offensive thing about the movie is that Hollywood expects people to pay to see it .,most offensive thing movie hollywood expects people pay see
negative,The movie is a mess from start to finish .,movie mess start finish
negative,"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",trouble making queen thoroughly modern maiden also makes appear foolish shallow rather more likely victim mental illness
negative,"The plot is nothing but boilerplate clichés from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it's also too stupid to realize that they've already seen this exact same movie a hundred times",plot NOT_boilerplate clichés start finish script assumes NOT_would subtlety lost on target audience also stupid realize already seen exact same movie hundred times
negative,Terminally brain dead production .,terminally brain dead production
negative,"Some episodes work , some don't .",some episodes work some no
negative,"Rymer doesn't trust laughs -- and doesn't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",rymer NOT_trust laughs NOT_conjure proper respect followers whole dead undead genre deserve more vampire pic few shrieky special effects
negative,"Not only are the film's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we're - doing-it-for - the-cash ' sequel were .",NOT_filmis sopranos gags incredibly dated unfunny also demonstrate desperate makers cash sequel
negative,I have not been this disappointed by a movie in a long time .,NOT_disappointed movie long time
negative,"Off the Hook is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",off hook overlong well NOT_acted credit writer producer director adam watstein finishing all
negative,It's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,drag nettelbeck sees working women least working woman shows little understanding
negative,"It's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .",also curious note film like similarly ill timed antitrust easily bad fraction budget
negative,Will probably be one of those movies barely registering a blip on the radar screen of .,probably one movies barely registering blip on radar screen
negative,The problem is that Van Wilder does little that is actually funny with the material .,problem van wilder little actually funny material
negative,There's nothing interesting in Unfaithful whatsoever .,thereis NOT_interesting unfaithful whatsoever
negative,None of this is half as moving as the filmmakers seem to think .,none half moving filmmakers seem think
negative,A processed comedy chop suey .,processed comedy chop suey
negative,"Fails as a dystopian movie , as a retooling of Fahrenheit , and even as a rip-off of The Matrix .",fails dystopian movie retooling fahrenheit even rip off matrix
negative,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,full kind obnoxious chitchat self aware neurotics engage
negative,"An erotic thriller that's neither too erotic nor very thrilling , either .",erotic thriller thatis neither erotic nor thrilling either
negative,"The movie , like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its minutes .",movie like bartleby something stiff extra dry office comedy seems twice long minutes
negative,With its parade of almost perpetually wasted characters ... Margarita feels like a hazy high that takes too long to shake .,parade almost perpetually wasted characters margarita feels like hazy high takes long shake
negative,"If you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .",value time money find escape clause avoid seeing trite predictable rehash
negative,A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff .,dramatic comedy pleasantly dishonest pat hollywood fluff
negative,The -something lovebirds are too immature and unappealing to care about .,something lovebirds immature unappealing care
negative,"Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",even summertime most restless young audience deserves dignity action hero motivated something more franchise possibilities
negative,"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",all blanket statements dime store ruminations on vanity worries rich sudden wisdom film becomes sermon most running time
negative,"As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film's creepy , clean-cut Dahmer Jeremy Renner and fiendish acts that no amount of earnest textbook psychologizing can bridge .",gamely movie tries make sense title character remains huge gap filmis creepy clean cut dahmer jeremy renner fiendish acts NOT_amount earnest textbook psychologizing bridge
negative,"Plodding , peevish and gimmicky .",plodding peevish gimmicky
negative,`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,solaris shapeless inconsequential move relying on viewer most work
negative,"The direction , by George Hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",direction george hickenlooper NOT_snap NOT_wiseacre crackle hard bitten cynicism
negative,"An awful lot like one of Spears ' music videos in content -- except that it goes on for at least more minutes and , worse , that you have to pay if you want to see it .",awful lot like one spears music videos content except goes on least more minutes worse pay want see
negative,"Confusion is one of my least favourite emotions , especially when I have to put up with minutes of it .",confusion one least favourite emotions especially put up minutes
negative,"H ad I suffered and bled on the hard ground of Ia Drang , I'd want something a bit more complex than We Were Soldiers to be remembered by .",ad suffered bled on hard ground ia drang want something bit more complex soldiers remembered
negative,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",occasionally loud offensive more often simply lulls gentle waking coma
negative,"By the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing .",time reach finale likely wondering watching all strutting posturing
negative,"Journalistically dubious , inept and often lethally dull .",journalistically dubious inept often lethally dull
negative,Putting the primitive murderer inside a high-tech space station unleashes a Pandora's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .,putting primitive murderer inside high tech space station unleashes pandorais box special effects run gamut cheesy cheesier cheesiest
negative,This movie ... doesn't deserve the energy it takes to describe how bad it is .,movie NOT_deserve energy takes describe bad
negative,"With or without ballast tanks , K- sinks to a Harrison Ford low .",without ballast tanks sinks harrison ford low
negative,This th film in the series looks and feels tired .,th film series looks feels tired
negative,"It leers , offering next to little insight into its intriguing subject .",leers offering next little insight intriguing subject
negative,I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,found growing more more frustrated detached vincent became more more abhorrent
negative,There's nothing to gain from watching They .,thereis NOT_gain watching
negative,It isn't scary .,NOT_scary
negative,It hates its characters .,hates characters
negative,It finds no way to entertain or inspire its viewers .,finds NOT_way entertain inspire viewers
negative,The skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,skirmishes power waged among victims predators settle undistinguished rhythm artificial suspense
negative,Just too silly and sophomoric to ensnare its target audience .,just silly sophomoric ensnare target audience
negative,A cleverly crafted but ultimately hollow mockumentary .,cleverly crafted ultimately hollow mockumentary
negative,"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",achingly enthralling premise film hindered uneven dialogue plot lapses
negative,"It's Tommy's job to clean the peep booths surrounding her , and after viewing this one , you'll feel like mopping up , too .",tommyis job clean peep booths surrounding viewing one feel like mopping up
negative,"Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative .",rifkin NOT_doubt fancies something hubert selby jr NOT_ounce honest poetry entire script simply crude unrelentingly exploitative
negative,Such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,bad movie luckiest viewers seated next one ignorant pinheads talk throughout show
negative,"If you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign .",go theater expecting scary action packed chiller might soon looking sign
negative,"An EXIT sign , that is .",exit sign
negative,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,dialogue choppy monosyllabic despite fact dubbed
